#X		#Y		#Wave		#Intensity
8643.799495	-715.461608	2820.527344	86.342224
8643.799495	-715.461608	2819.166016	78.993950
8643.799495	-715.461608	2817.805664	84.487328
8643.799495	-715.461608	2816.444336	88.142097
8643.799495	-715.461608	2815.082031	77.108070
8643.799495	-715.461608	2813.719727	82.598366
8643.799495	-715.461608	2812.357422	84.416084
8643.799495	-715.461608	2810.995117	64.216087
8643.799495	-715.461608	2809.632812	64.202553
8643.799495	-715.461608	2808.269531	93.532570
8643.799495	-715.461608	2806.905273	71.509834
8643.799495	-715.461608	2805.541992	76.994362
8643.799495	-715.461608	2804.177734	71.479698
8643.799495	-715.461608	2802.813477	91.621338
8643.799495	-715.461608	2801.449219	58.625305
8643.799495	-715.461608	2800.083984	82.424469
8643.799495	-715.461608	2798.718750	106.213608
8643.799495	-715.461608	2797.353516	80.558876
8643.799495	-715.461608	2795.988281	80.541916
8643.799495	-715.461608	2794.622070	80.524963
8643.799495	-715.461608	2793.255859	98.805290
8643.799495	-715.461608	2791.888672	62.197643
8643.799495	-715.461608	2790.521484	100.592659
8643.799495	-715.461608	2789.154297	84.114342
8643.799495	-715.461608	2787.787109	73.127518
8643.799495	-715.461608	2786.419922	93.217972
8643.799495	-715.461608	2785.051758	58.477406
8643.799495	-715.461608	2783.683594	49.329933
8643.799495	-715.461608	2782.314453	91.332512
8643.799495	-715.461608	2780.945312	69.398117
8643.799495	-715.461608	2779.576172	65.731758
8643.799495	-715.461608	2778.207031	78.496429
8643.799495	-715.461608	2776.836914	43.802750
8643.799495	-715.461608	2775.466797	83.937630
8643.799495	-715.461608	2774.096680	72.973900
8643.799495	-715.461608	2772.725586	80.254417
8643.799495	-715.461608	2771.355469	74.766815
8643.799495	-715.461608	2769.984375	76.574303
8643.799495	-715.461608	2768.612305	74.735397
8643.799495	-715.461608	2767.240234	67.429977
8643.799495	-715.461608	2765.868164	76.526054
8643.799495	-715.461608	2764.496094	87.439980
8643.799495	-715.461608	2763.123047	83.779053
8643.799495	-715.461608	2761.750977	71.015144
8643.799495	-715.461608	2760.376953	83.743866
8643.799495	-715.461608	2759.003906	89.186699
8643.799495	-715.461608	2757.629883	61.871655
8643.799495	-715.461608	2756.255859	83.691139
8643.799495	-715.461608	2754.881836	43.655777
8643.799495	-715.461608	2753.506836	56.376873
8643.799495	-715.461608	2752.131836	67.274406
8643.799495	-715.461608	2750.756836	50.899677
8643.799495	-715.461608	2749.380859	78.150963
8643.799495	-715.461608	2748.004883	85.402893
8643.799495	-715.461608	2746.628906	94.468483
8643.799495	-715.461608	2745.252930	92.632347
8643.799495	-715.461608	2743.875977	65.373817
8643.799495	-715.461608	2742.499023	78.069016
8643.799495	-715.461608	2741.122070	70.791931
8643.799495	-715.461608	2739.744141	61.703102
8643.799495	-715.461608	2738.366211	99.792908
8643.799495	-715.461608	2736.988281	54.421082
8643.799495	-715.461608	2735.609375	63.477947
8643.799495	-715.461608	2734.231445	83.410667
8643.799495	-715.461608	2732.851562	103.335022
8643.799495	-715.461608	2731.472656	94.250786
8643.799495	-715.461608	2730.092773	57.988323
8643.799495	-715.461608	2728.712891	48.917393
8643.799495	-715.461608	2727.333008	85.134651
8643.799495	-715.461608	2725.953125	63.384857
8643.799495	-715.461608	2724.572266	92.341431
8643.799495	-715.461608	2723.190430	43.445686
8643.799495	-715.461608	2721.809570	57.915440
8643.799495	-715.461608	2720.427734	83.236000
8643.799495	-715.461608	2719.045898	79.600365
8643.799495	-715.461608	2717.664062	56.070324
8643.799495	-715.461608	2716.281250	45.208527
8643.799495	-715.461608	2714.898438	63.278679
8643.799495	-715.461608	2713.515625	68.688171
8643.799495	-715.461608	2712.131836	59.637760
8643.799495	-715.461608	2710.748047	75.886703
8643.799495	-715.461608	2709.364258	70.451469
8643.799495	-715.461608	2707.980469	70.436707
8643.799495	-715.461608	2706.595703	63.199192
8643.799495	-715.461608	2705.210938	90.265648
8643.799495	-715.461608	2703.826172	57.757919
8643.799495	-715.461608	2702.440430	81.205063
8643.799495	-715.461608	2701.054688	66.754623
8643.799495	-715.461608	2699.668945	70.348251
8643.799495	-715.461608	2698.282227	48.692436
8643.799495	-715.461608	2696.896484	46.879192
8643.799495	-715.461608	2695.509766	64.896065
