-2.005184999999999995e+00 1.478243999999999936e+01 1.897265000000000157e+01 1.343600238065785213e-01
1.574328000000000038e+01 2.629617999999999886e-02 1.895446000000000097e+01 8.789692920734534232e-01
5.849002999999999841e-02 2.243136000000000019e-01 1.858207000000000164e+01 2.892630472426693800e-02
9.329917000000000016e+00 3.410163999999999973e-01 1.930324999999999847e+01 1.779490870920430734e-01
1.071387999999999963e+01 5.547851999999999784e-01 1.922631000000000157e+01 5.809406315829324097e-01
2.886979999999999880e+00 6.437327000000000465e-01 1.857995999999999981e+01 3.333309896367357694e-02
4.304616000000000220e+00 8.622233000000000258e-01 1.895714999999999861e+01 2.731464845243031236e-01
1.349365000000000059e+01 9.200169000000000263e-01 1.894970999999999961e+01 8.892353356309504742e-01
1.487583000000000055e+01 1.118676000000000004e+00 1.895876000000000161e+01 8.772834567010198148e-01
7.060966999999999771e+00 1.264839999999999964e+00 1.896295999999999893e+01 4.545857708910087669e-01
8.505012000000000683e+00 1.461025999999999936e+00 1.884181999999999846e+01 4.491073042860974640e-01
5.976409000000000304e-01 1.578556000000000070e+00 1.887684000000000140e+01 1.703501924347669283e-01
1.978984999999999994e+00 1.783684000000000047e+00 1.887616999999999834e+01 1.577507624509554285e-01
1.119880000000000031e+01 1.844076999999999966e+00 1.913807999999999865e+01 1.957272053984042970e-01
1.257834000000000074e+01 2.046069999999999833e+00 1.865436000000000050e+01 9.344629460820993994e-02
4.817021000000000441e+00 2.159758000000000067e+00 1.895326000000000022e+01 4.323225458609728511e-01
6.197478000000000264e+00 2.364174000000000220e+00 1.893464000000000169e+01 2.841502622953485657e-01
1.539549000000000056e+01 2.455423999999999829e+00 1.858042999999999978e+01 2.025698787377159388e-02
-2.701729999999999965e-01 2.671666999999999792e+00 1.887650999999999968e+01 1.638376269108048899e-01
8.983629999999999782e+00 2.789687999999999946e+00 1.923355000000000103e+01 7.269826263238484687e-01
1.035542000000000051e+01 2.958682000000000034e+00 1.923686999999999969e+01 5.920869326158079149e-01
2.491994000000000042e+00 3.082244000000000206e+00 1.887697999999999965e+01 2.106581582278524434e-01
3.934121999999999897e+00 3.292152999999999885e+00 1.858142000000000138e+01 1.118483743616350001e-01
1.313341999999999921e+01 3.386032000000000153e+00 1.894429999999999836e+01 4.966207056447525803e-01
1.451125000000000043e+01 3.593980999999999870e+00 1.893650999999999840e+01 3.928117861539386357e-01
6.753204000000000207e+00 3.706932000000000116e+00 1.865621000000000151e+01 2.594283763784815400e-01
8.135459000000000884e+00 3.905281000000000002e+00 1.913879000000000019e+01 2.688849438015881166e-01
