-2.005184999999999995e+00 1.478243999999999936e+01 1.897265000000000157e+01 6.246336168617794282e-01
1.574328000000000038e+01 2.629617999999999886e-02 1.895446000000000097e+01 2.462997462851202468e-01
5.849002999999999841e-02 2.243136000000000019e-01 1.858207000000000164e+01 3.963758400259533299e-01
9.329917000000000016e+00 3.410163999999999973e-01 1.930324999999999847e+01 4.562632548286652545e-01
1.071387999999999963e+01 5.547851999999999784e-01 1.922631000000000157e+01 3.630755565163160115e-01
2.886979999999999880e+00 6.437327000000000465e-01 1.857995999999999981e+01 8.009539040219062489e-01
4.304616000000000220e+00 8.622233000000000258e-01 1.895714999999999861e+01 7.073464184375787278e-01
1.349365000000000059e+01 9.200169000000000263e-01 1.894970999999999961e+01 2.463356445333935441e-01
1.487583000000000055e+01 1.118676000000000004e+00 1.895876000000000161e+01 2.477767546669743248e-01
7.060966999999999771e+00 1.264839999999999964e+00 1.896295999999999893e+01 1.227480448034998783e-01
8.505012000000000683e+00 1.461025999999999936e+00 1.884181999999999846e+01 7.871282558349077529e-01
5.976409000000000304e-01 1.578556000000000070e+00 1.887684000000000140e+01 1.297282697397938167e-01
1.978984999999999994e+00 1.783684000000000047e+00 1.887616999999999834e+01 1.455324030448121864e-01
1.119880000000000031e+01 1.844076999999999966e+00 1.913807999999999865e+01 3.774509487460198653e-01
1.257834000000000074e+01 2.046069999999999833e+00 1.865436000000000050e+01 4.936733211004269983e-01
4.817021000000000441e+00 2.159758000000000067e+00 1.895326000000000022e+01 2.908405657418551282e-01
6.197478000000000264e+00 2.364174000000000220e+00 1.893464000000000169e+01 3.429268289729281993e-01
1.539549000000000056e+01 2.455423999999999829e+00 1.858042999999999978e+01 5.472926662149579791e-01
-2.701729999999999965e-01 2.671666999999999792e+00 1.887650999999999968e+01 2.061969523294332751e-01
8.983629999999999782e+00 2.789687999999999946e+00 1.923355000000000103e+01 2.212012941778487563e-01
1.035542000000000051e+01 2.958682000000000034e+00 1.923686999999999969e+01 2.510715304567139872e-01
2.491994000000000042e+00 3.082244000000000206e+00 1.887697999999999965e+01 1.128586518841594999e-01
3.934121999999999897e+00 3.292152999999999885e+00 1.858142000000000138e+01 4.740760108035672049e-01
1.313341999999999921e+01 3.386032000000000153e+00 1.894429999999999836e+01 2.412836490693509583e-01
1.451125000000000043e+01 3.593980999999999870e+00 1.893650999999999840e+01 2.236291978773190803e-01
6.753204000000000207e+00 3.706932000000000116e+00 1.865621000000000151e+01 7.268379425350910417e-01
8.135459000000000884e+00 3.905281000000000002e+00 1.913879000000000019e+01 5.740512155180363951e-01
2.428614000000000051e-01 3.970870999999999817e+00 1.887734999999999985e+01 1.963709970346820821e-01
1.623613999999999891e+00 4.175664000000000264e+00 1.887687000000000026e+01 2.358661558226389232e-01
1.082437000000000005e+01 4.289246000000000336e+00 1.881779999999999831e+01 6.098924160660991189e-01
1.227200000000000024e+01 4.486824999999999619e+00 1.895202000000000098e+01 1.364985906072477273e-01
4.454604999999999926e+00 4.634210999999999636e+00 1.894416999999999973e+01 1.971112212502650896e-01
5.835558999999999941e+00 4.829606000000000066e+00 1.896672999999999831e+01 2.956823856740626866e-01
-2.082323000000000146e+00 4.894872999999999585e+00 1.894592000000000098e+01 1.985328884707620867e-01
-6.601816999999999824e-01 5.114716999999999736e+00 1.858257000000000048e+01 3.778480573877877058e-01
8.615812999999999278e+00 5.194251999999999647e+00 1.924428999999999945e+01 4.366157834463740284e-01
1.000139000000000067e+01 5.411143000000000036e+00 1.930677999999999983e+01 4.450423349296451225e-01
2.156772000000000133e+00 5.532009999999999650e+00 1.858005999999999958e+01 5.172154642047345208e-01
3.584945999999999966e+00 5.729041999999999746e+00 1.893614000000000175e+01 3.762111914236430654e-01
1.278574000000000055e+01 5.786694999999999922e+00 1.897416000000000125e+01 1.545999520229167090e-01
-2.942039999999999988e+00 5.992896000000000001e+00 1.896768000000000143e+01 1.648993364110693249e-01
6.346466999999999636e+00 6.127165999999999890e+00 1.897615000000000052e+01 1.541208702369379901e-01
7.798000000000000043e+00 6.348691999999999780e+00 1.884683000000000064e+01 8.230974663923282808e-01
-1.206461000000000061e-01 6.445542999999999800e+00 1.895341000000000165e+01 2.891928869802319335e-01
1.259068999999999994e+00 6.650669999999999860e+00 1.895766000000000062e+01 2.722209105159841269e-01
1.050174999999999947e+01 6.689642000000000088e+00 1.934241000000000099e+01 6.050551687413440183e-01
1.186758999999999986e+01 6.932490999999999737e+00 1.884644000000000119e+01 8.563308591753738819e-01
4.093955000000000233e+00 7.026186000000000043e+00 1.894457999999999842e+01 1.932568593117469924e-01
5.477988999999999997e+00 7.221524999999999750e+00 1.895429999999999993e+01 1.774893028041301946e-01
-2.428641999999999967e+00 7.348632000000000275e+00 1.865632000000000090e+01 5.593430198314817137e-01
-9.879923999999999928e-01 7.538910999999999696e+00 1.893329999999999913e+01 2.444586104539578642e-01
8.270647999999999556e+00 7.653552999999999606e+00 1.934180999999999884e+01 5.740126261209017589e-01
9.664471000000000700e+00 7.815694999999999837e+00 1.947916000000000025e+01 3.523074673259103395e-01
1.778064000000000089e+00 7.946807999999999872e+00 1.895035000000000025e+01 2.832118612547677716e-01
3.210792000000000090e+00 8.176600999999999786e+00 1.865350000000000108e+01 6.490382907278763325e-01
-4.648134999999999906e+00 8.218251000000000417e+00 1.924327999999999861e+01 3.891184122134818124e-01
-3.291707000000000161e+00 8.446695999999999316e+00 1.913804000000000016e+01 6.396220799743633778e-01
6.030568999999999846e+00 8.573869999999999436e+00 1.881803999999999988e+01 1.000000000000000000e+00
7.413814000000000348e+00 8.726001999999999370e+00 1.930656000000000105e+01 5.425816529617643047e-01
-4.675480000000000191e-01 8.836434000000000566e+00 1.896205000000000140e+01 1.633083028509995094e-01
9.122770999999999519e-01 9.040952000000000766e+00 1.897415000000000163e+01 2.689449418720581408e-01
1.022072999999999965e+01 9.104041000000000494e+00 1.934140000000000015e+01 5.416564542200724697e-01
1.157807999999999993e+01 9.309538999999999120e+00 1.930599000000000132e+01 5.388022106809672307e-01
3.725534000000000123e+00 9.472395000000000564e+00 1.913701999999999970e+01 3.894033558890140911e-01
5.112607999999999819e+00 9.645562999999999221e+00 1.923702000000000112e+01 3.863071336956109270e-01
-2.749664999999999804e+00 9.739224000000000103e+00 1.923252000000000095e+01 3.442683789903867586e-01
-1.359704999999999941e+00 9.988936999999999955e+00 1.884093000000000018e+01 7.933012938263287461e-01
7.918369000000000213e+00 1.003462999999999994e+01 1.924495999999999896e+01 3.028767919604554715e-01
9.326703999999999439e+00 1.016534000000000049e+01 1.884622999999999848e+01 6.031164981301578853e-01
1.441300999999999943e+00 1.040657999999999994e+01 1.883873000000000175e+01 8.111645405317992052e-01
2.851440999999999892e+00 1.053714000000000084e+01 1.922570999999999941e+01 3.891064626168942997e-01
-4.968913999999999831e+00 1.058331000000000088e+01 1.881681999999999988e+01 8.431253791867187042e-01
-3.582062000000000079e+00 1.084258999999999951e+01 1.923586999999999847e+01 3.719797422405935472e-01
5.651701000000000086e+00 1.091787000000000063e+01 1.923382000000000147e+01 2.831569381112094552e-01
7.041928999999999661e+00 1.109502999999999950e+01 1.913974999999999937e+01 4.737094864895374235e-01
-8.023652999999999480e-01 1.126329999999999920e+01 1.930255999999999972e+01 4.386995376644606814e-01
5.554236999999999647e-01 1.146729000000000021e+01 1.933505999999999858e+01 5.200623828432801021e-01
9.860894000000000048e+00 1.153307000000000038e+01 1.897316999999999965e+01 1.148475775832321355e-01
-5.863726999999999911e+00 1.173836000000000013e+01 1.895160999999999873e+01 1.929925533259695125e-01
3.358328999999999898e+00 1.184234999999999971e+01 1.930368999999999957e+01 3.045266855888408286e-01
4.740460999999999814e+00 1.199657000000000018e+01 1.884223000000000070e+01 7.417453553886451667e-01
-3.038374000000000130e+00 1.213020000000000032e+01 1.913656999999999897e+01 5.737172929402192256e-01
-1.679335000000000022e+00 1.235478999999999949e+01 1.922550000000000026e+01 3.167409618648664993e-01
7.561453000000000202e+00 1.239084000000000074e+01 1.865681000000000012e+01 6.787918812220757880e-01
8.992414000000000129e+00 1.262453999999999965e+01 1.896620000000000061e+01 2.408709936195761181e-01
1.110840000000000050e+00 1.275389000000000017e+01 1.946608000000000160e+01 2.997959546105640194e-01
2.503086999999999840e+00 1.291637000000000057e+01 1.933635999999999910e+01 4.489208268910309108e-01
-5.340590999999999866e+00 1.303435999999999950e+01 1.894495999999999825e+01 1.952643399800080837e-01
-3.903129999999999988e+00 1.322403000000000084e+01 1.865325999999999951e+01 7.271210617475970528e-01
5.292635999999999896e+00 1.334521999999999942e+01 1.896137999999999835e+01 1.641866968730228693e-01
6.676726999999999634e+00 1.354353000000000051e+01 1.893371000000000137e+01 3.187808466730713830e-01
-1.087059999999999915e+00 1.364113000000000042e+01 1.883838000000000079e+01 7.831582446988545332e-01
2.743681000000000036e-01 1.387814000000000014e+01 1.933499000000000123e+01 4.166300567952272438e-01
-7.592864999999999753e+00 1.391773000000000060e+01 1.894447999999999865e+01 1.998127653291374983e-01
-6.209754000000000218e+00 1.412374999999999936e+01 1.893693000000000026e+01 2.891411511899171227e-01
2.978286000000000211e+00 1.421372999999999998e+01 1.884000999999999948e+01 6.432546822635475392e-01
4.425667999999999935e+00 1.443812999999999924e+01 1.897252999999999901e+01 2.362654254225460271e-01
-3.385584999999999845e+00 1.457982999999999940e+01 1.894858999999999938e+01 4.475048325534912997e-27
